词条ID,分类列表,英文原文,润色前,润色后,命中原因,来源文件示例
T009048,定居点文本,"Marunath, the 'Horse of the Ford,' is nowhere near a river. But Battanian bards love nothing more than an incongruous place-name around which a legend can be woven. In this case the hero Ochlaigan, who was foretold to defeat the seven sons of Glanys in seven duels near seven fords, encountered the last of his enemies here. He slit his horse's throat and crossed over the stream of blood that gushed forth, defeating his last enemy and fulfiling the prophecy.",马鲁纳斯，意为“渡口之马”，却远离任何河流。但巴旦尼亚的吟游诗人最爱的莫过于一个与传说相悖的地名，以便编织传奇。传说英雄奥克莱根曾受预言，要在七处渡口与格拉尼斯的七子进行七场决斗，他正是在此地遭遇了最后一名敌人。他割开战马的喉咙，跨过喷涌的血流，击败了最后的敌人，应验了预言。,马鲁纳斯，意为“渡口之马”，却远离任何河流。但巴旦尼亚的吟游诗人最爱的莫过于一个与传说相悖的地名，好用来编织传奇。传说英雄奥克莱根曾受预言，要在七处渡口与格拉尼斯的七子七场决斗，他正是在此地遭遇了最后一名敌人。他割开战马的喉咙，跨过喷涌的血流，击败了最后的敌人，应验了预言。,翻译腔命中：以便、进行,NavalDLC/ModuleData/settlements.xml
T009070,定居点文本,"Car Banseth sits on the bay that the Battanians used to call Muir Mon. The seafaring clans of this coast claim that the ancestors of the Battanians came across these waters to settle their lands. They say that those who keep faith will one day witness from this high point the ships of the vanished High King Mon, who shall return to deliver his people from their enemies. But today, they call it the Muir Gal, the foreigner's sea, as one is far more likely to see the sails of Nordic adventurers and mercenaries, coming to join Sturgians, Vlandians and others in their relentless push into Battanian land.",卡班塞斯坐落在巴旦尼亚人曾称为穆尔蒙的海湾旁。这一海岸的航海氏族声称，巴旦尼亚人的祖先正是穿越这片水域定居于此。他们说，坚守信仰之人终有一天会在此高地目睹消失的至高王蒙的船队归来，拯救其子民于仇敌之手。但如今，他们称其为穆尔加尔海，即“外海”，因为更常见的是诺德冒险者和雇佣兵的船帆，他们加入斯特吉亚人、瓦兰迪亚人及其他势力，不断向巴旦尼亚土地推进。,卡班塞斯坐落在巴旦尼亚人曾称为穆尔蒙的海湾旁。这一海岸的航海氏族声称，巴旦尼亚人的祖先正是穿越这片水域定居于此。他们说，坚守信仰的人终有一天会在此高地目睹消失的至高王蒙的船队归来，拯救其子民于仇敌之手。但如今，他们称其为穆尔加尔海，即“外海”，因为更常见的是诺德冒险者和雇佣兵的船帆，他们加入斯特吉亚人、瓦兰迪亚人及其他势力，不断向巴旦尼亚土地推进。,翻译腔命中：之人,NavalDLC/ModuleData/settlements.xml
T009074,定居点文本,"Geunat Nal, the village where Nal left his head, is a fur-trapping village near the site of a duel famous in Battanian legend. The villagers are known for their skill as foresters, helping the nearby sea-fort of Car Banseth to guard the northern approaches to the Battanian heartland from Sturgian and other raiders.",古纳特纳尔，意为“纳尔留下头颅之地”，是一个捕猎毛皮的村庄，靠近巴旦尼亚传说中一场著名决斗的地点。村民们以林务技艺闻名，协助附近的海上堡垒卡班塞斯守卫巴旦尼亚腹地的北部通道，抵御斯特吉亚及其他掠夺者。,古纳特纳尔，意为“纳尔留下头颅之处”，是一个捕猎毛皮的村庄，靠近巴旦尼亚传说中一场著名决斗的地点。村民们以林务技艺闻名，协助附近的海上堡垒卡班塞斯守卫巴旦尼亚腹地的北部通道，抵御斯特吉亚及其他掠夺者。,翻译腔命中：之地,NavalDLC/ModuleData/settlements.xml
T009125,定居点文本,"The villagers of Simira raise cattle by the grassy shores of the Tiagys River, known to the Khuzaits as the Teyagh. The river here still runs fast after its descent from the hills, and in springtime the villagers have learned to watch closely for signs of a flood that will force them to get their herds to higher ground.",西米拉的村民们在蒂亚吉斯河（库赛特人称泰亚格河）的草岸上饲养牛群。此段河流从山丘奔流而下，水流湍急，春季村民们须时刻警惕洪水迹象，以便及时将牛群赶至高地。,西米拉的村民们在蒂亚吉斯河（库赛特人称泰亚格河）的草岸上饲养牛群。这段河流从山丘奔流而下，水流湍急，春季村民们须时刻警惕洪水迹象，好及时将牛群赶至高地。,翻译腔命中：以便,NavalDLC/ModuleData/settlements.xml
T009238,舰船航海,Are you threatening me? You won't get a single coin from my uncles if you harm me.,你在威胁我吗？你若伤我，从我叔父那里你一个子儿也拿不到。,你在威胁我吗？你要是伤我，从我叔父那里你一个子儿也拿不到。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009239,舰船航海,"Now Gunnar says they are even worse than the king and the jarls we fought, preying upon the farmers and fishermen of the coast. There's no honor in attacking the weak, he told me so many times. And he's right, of course - it's just that it's so much easier to take their wealth!",如今贡纳尔说，他们甚至比我们曾与之战斗的科农格和雅尔们还要恶劣，劫掠沿海的农夫和渔夫。攻击弱者毫无荣誉可言，他对我讲过许多次。当然，他是对的——只是夺取他们的财富要容易得多！,如今贡纳尔说，他们比我们之前打过的科农格和雅尔们还要坏，专门劫掠沿海的农夫和渔夫。攻击弱者毫无荣誉可言，他跟我说过很多次。当然，他说得对——只是抢他们的财富要容易得多！,翻译腔命中：甚,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009270,舰船航海,"A true warrior, to my mind, knows his own mettle. He does not need others to remind of his honor. He knows that sometimes in war you suffer bad luck - your ship arrived late, you were carried away in the rush of a rout, you were defeated by a king with forces far greater than your own.",在我看来，真正的勇士了解自己的本事。他不需要别人提醒他的荣誉。他知道战争中有时会遭遇拉克号——你的舰船来迟了，你在溃败的洪流中被冲走，你被兵力远胜于你的国王击败。,在我看来，真正的勇士清楚自己的本事。他不需要别人提醒他的荣誉。他知道战争中有时会走背运——你的舰船来迟了，你在溃败的洪流中被冲走，你被兵力远胜对你的科农格击败。,翻译腔命中：于你,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009367,舰船航海,"Acting on what you learned from Fahda, you and Gunnar sailed to the Sturgian port of Omor. There, you met another of Gunnar's old comrades, Bjolgur, a member of the Skolderbroda mercenary brotherhood. Bjolgur hoped to run the silver-ship past the Sea Hounds and enlisted you in his dangerous but effective plan to crash a fireship into their blockading fleet. In exchange, Bjolgur gave you information about a key Sea Hound ally, the imperial merchant Crusas, who he suspected would know more about your sister.",根据从法赫达处获得的情报，你与贡纳尔扬帆驶向斯特吉亚港口奥莫尔。在那里，你遇到了贡纳尔的另一位老战友——比奥尔古尔，他是斯科尔德布罗达佣兵兄弟会的成员。比奥尔古尔希望将银船偷运过西霍恩德团的封锁，并招募你参与他危险而有效的计划：用一艘火船撞击他们的封锁舰队。作为交换，比奥尔古尔提供了关于西霍恩德团关键盟友——帝国商人克鲁萨斯的情报，他怀疑此人知晓更多关于你姐妹的消息。,根据从法赫达那里得到的情报，你和贡纳尔扬帆驶向斯特吉亚港口奥莫尔。在那里，你遇到了贡纳尔的另一位老战友——比奥尔古尔，他是斯科尔德布罗达佣兵兄弟会的成员。比奥尔古尔希望将银船偷运过西霍恩德团的封锁，并招募你参与他危险而有效的计划：用一艘火船撞击他们的封锁舰队。作为交换，比奥尔古尔提供了关于西霍恩德团关键盟友——帝国商人克鲁萨斯的情报，他怀疑此人知晓更多关对你姐妹的消息。,翻译腔命中：于你,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009417,舰船航海,"{PLAYER.NAME}, welcome! I've been entertaining the village with tales of our adventurers. If you're looking for recruits, then I doubt you'll find a more promising batch than the lads of Lagsholfn. You always have a place by my hearth, old friend.",{PLAYER.NAME}，欢迎！我正用我们的冒险故事给村子助兴。若你招募新兵，我敢说拉格斯霍尔芬的小伙子们是最有前途的一批。我的炉火旁永远有你一席之地，老友。,{PLAYER.NAME}，欢迎！我正用我们的冒险故事给村子助兴。你要招募新兵的话，我敢说拉格斯霍尔芬的小伙子们是最有前途的一批。我的炉火旁永远有你一席之地，老友。,翻译腔命中：之地、若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009512,舰船航海,"You're not the only buyer, my friend! Mines, buildings, repairs... Even on the mainland, mix a handful of our fellows in with some convicts or war captives, and who's to notice?",你不是唯一的买家，吾友！矿山、建筑、修理……就算在大陆上，把我们的人混进一些罪犯或战俘里，谁会注意到呢？,你不是唯一的买家，我的朋友！矿山、建筑、修理……就算在大陆上，把我们的人混进一些罪犯或战俘里，谁会注意到呢？,翻译腔命中：吾,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009575,舰船航海,"How much are my uncles paying you, anyway? I have a chest of silver set aside for occasions such as this, and I suspect I could pay you more than they will. They are stingy men.",我叔父们到底付了你多少钱？我为此类场合准备了一箱银子，我怀疑我能付得比他们多。他们是吝啬之人。,我叔父们到底付了你多少钱？我为此类场合准备了一箱银子，我怀疑我能付得比他们多。他们是吝啬鬼。,翻译腔命中：之人,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009594,舰船航海,"We would still wish to show you our gratitude. I took a collection among the men whose lives you saved today. We wish to offer you a barrel of oil and a bundle of ivory. These are the rewards of our labor over the past months, but they would mean nothing to us if our ship were seized by pirates.",我们仍想向你表达感激。我在今天被你救下性命的人中募捐了一番。我们想送你一桶油和一捆象牙。这是我们过去数月劳作的收获，但若我们的舰船被海盗夺去，这些便毫无意义。,我们仍想向你表达感激。我在今天被你救下性命的人中募捐了一番。我们想送你一桶油和一捆象牙。这是我们过去数月劳作的收获，但如果我们的舰船被海盗夺去，这些便毫无意义。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009708,舰船航海,"If you wish to weaken these sea hounds, you may want to strike at their allies first. And of course the elders of Quyaz will be most happy to pay a handsome reward, of which you and Gunnar would receive your fair share.",若你欲削弱这些西霍恩德团，不妨先打击其盟友。当然，库亚兹的长老们将非常乐意支付丰厚酬劳，你与贡纳尔自会得到应得的一份。,如果你想削弱这些西霍恩德团，不妨先打击其盟友。当然，库亚兹的长老们将非常乐意支付丰厚酬劳，你与贡纳尔自会得到应得的一份。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009714,舰船航海,You'd have been twice the tyrant that Volbjorn was.,你本会成为比沃尔比约恩更甚的暴君。,你本会成为比沃尔比约恩更残暴的暴君。,翻译腔命中：甚,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009731,舰船航海,"{PLAYER.NAME}... {?PLAYER.GENDER}Sister{?}Brother{\?}... Heaven's mercy, I had given up hope. I thought I'd die in that dark place, in the power of those cruel men.",{PLAYER.NAME}……{?PLAYER.GENDER}姐妹{?}兄弟{\?}……天哪，我已放弃希望。我以为会死在那黑暗之地，受那些残暴之徒的掌控。,{PLAYER.NAME}……{?PLAYER.GENDER}姐妹{?}兄弟{\?}……天哪，我已放弃希望。我以为会死在那黑暗的地方，受那些残暴之徒的掌控。,翻译腔命中：之地,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009737,舰船航海,"If all our ships row in together, we’d be presenting enough targets that we’re bound to get hit. So let’s not do that. Here’s another idea…",若我们所有舰船齐头并进，就会暴露太多目标，必然挨打。所以别那么做。我另有主意……,如果我们所有舰船齐头并进，就会暴露太多目标，必然挨打。所以别那么做。我另有主意……,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009748,舰船航海,You promised {HERO.NAME} his life if he helped you capture Purig's prisoner ship. (+{HONOR_BONUS_AMOUNT} honor bonus),你承诺若{HERO.NAME}帮你俘获普里格的囚船，便饶他一命。（+{HONOR_BONUS_AMOUNT}荣誉奖励）,你承诺如果{HERO.NAME}帮你俘获普里格的囚船，便饶他一命。（+{HONOR_BONUS_AMOUNT}荣誉奖励）,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009818,舰船航海,"If you don’t play us false, we’ll have mercy on you. (+{HONOR_BONUS_AMOUNT} Honor Bonus)",若你不背叛我们，我们便饶你一命。（+{HONOR_BONUS_AMOUNT}荣誉加成）,如果你不背叛我们，我们便饶你一命。（+{HONOR_BONUS_AMOUNT}荣誉加成）,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009821,舰船航海,"I thought he'd order me cut open, or flayed, but instead Volbjorn laughed and told me that he liked my mettle. He'd spare my life, and the lives of the rest of my comrades, so long as I swore an oath not to take up arms against him again. Volbjorn had made his point with a dozen headless bodies at his feet, and men paying the land-tax or serving in his armies were of more value to him than corpses. If I swore, a hundred of my comrades could return to their families. So I swore.",我以为他会下令将我开膛或剥皮，但沃尔比约恩却大笑起来，说他欣赏我的胆色。只要我发誓不再与他兵戎相见，他就饶我一命，也饶过我其余战友的性命。沃尔比约恩用脚下十几具无头尸体表明了立场——对他而言，缴纳土地税或在他军中服役的人比尸体更有价值。若我发誓，一百名战友就能回家团聚。于是我发了誓。,我以为他会下令将我开膛或剥皮，但沃尔比约恩却大笑起来，说他欣赏我的胆色。只要我发誓不再与他兵戎相见，他就饶我一命，也饶过我其余战友的性命。沃尔比约恩用脚下十几具无头尸体表明了立场——对他而言，缴纳土地税或在他军中服役的人比尸体更有价值。如果我发誓，一百名战友就能回家团聚。于是我发了誓。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009833,舰船航海,"Impale shields with thrown javelins, and throwing axes deals damage after if they break a shield.",投掷标枪可刺穿盾牌，若击碎盾牌，投掷斧随后造成伤害。,投掷标枪可刺穿盾牌，击碎盾牌后，投掷斧会接着造成伤害。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009842,舰船航海,"I do not know for sure. If I had ever knowingly given him insult, I never would have sailed on his ship.",我不确定。若我明知冒犯过他，绝不会登上他的舰船。,我不确定。要是我明知冒犯过他，绝不会登上他的舰船。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009860,舰船航海,"The lady Fahda has reportedly joined up with these Sea Hounds, as pirates often band together. She has been prowling about the Gulf of Charas, taking Quyazi vessels. You wish to continue hunting Sea Hounds, do you not? Those would be good waters in which to hunt, and if you are going there, I would like to come with you and lend my assistance.",据说法赫达莱迪已与这些西霍恩德团合流——海盗们常结伙而行。她一直在查拉斯湾附近游荡，劫掠库亚兹的船只。您想继续追猎西霍恩德团，不是吗？那片水域正是狩猎的好去处。若您前往，我愿随行相助。,据说法赫达莱迪已与这些西霍恩德团合流——海盗们常结伙而行。她一直在查拉斯湾附近游荡，劫掠库亚兹的船只。您想继续追猎西霍恩德团，不是吗？那片水域正是狩猎的好去处。您要去那里的话，我想跟您同去，助您一臂之力。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009864,舰船航海,"I'm sure Purig could wreak a great deal of wickedness with this silver in his hands, and I would very much like to foil this plan of his.",我确信普里格若得到这笔银子，必会为非作歹。我极想挫败他的阴谋。,我确信普里格要是拿到这笔银子，必会为非作歹。我极想挫败他的阴谋。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009896,舰船航海,"We will be upstream of them. I'll have the merchants here donate some leaky old vessel that they are about to scrap. We load it up with oil and pitch. Then we steer it towards the pirates, throw a torch in the hull, and jump.",我们将处于他们的上游。我会让这里的商人捐出一条他们即将报废的破旧舰船。我们往舰船上装满油和沥青。然后将其驶向海盗，往船体扔一支火把，再跳船。,我们将处对他们的上游。我会让这里的商人捐出一条他们即将报废的破旧舰船。我们往舰船上装满油和沥青。然后把它驶向海盗，往船体扔一支火把，再跳船。,翻译腔命中：于他,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009906,舰船航海,"You see the silhouette of a larger ship on the horizon, but its details are hard to make out. At first, you attribute this to the shimmering heat coming off of the sea, but as you close you can see that it is not one ship but several lashed together.\n\nSuddenly a flaming ball arcs out of the cluster of ships, tracing a line of smoke in the sky, before impacting a few arrow-shots from your prow and scattering fire across the water.","你看到地平线上有一艘大船的轮廓，但细节难以辨认。起初你将其归因于海面升腾的 shimmering heat，但靠近后你发现那并非一艘船，而是数艘船捆绑在一起。

突然，一团火球从船群中划出，在天空中留下一道烟迹，随后落在距你船首数箭之地，将火焰洒遍海面。","你看到地平线上有一艘大船的轮廓，但细节难以辨认。起初你将其归因于海面升腾的 shimmering heat，但靠近后你发现那并非一艘船，而是数艘船捆绑在一起。

突然，一团火球从船群中划出，在天空中留下一道烟迹，随后落在距你船首数箭远的地方，将火焰洒遍海面。",翻译腔命中：之地,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009923,舰船航海,The winds are still strong and a new squall could brew up at any time. If she gets much further we might lose sight of her.,风力依旧强劲，随时可能再起风暴。若她再远些，我们恐怕就要失去她的踪迹了。,风力依旧强劲，随时可能再起风暴。要是她再跑远些，我们恐怕就要失去她的踪迹了。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009945,舰船航海,"Other men, on the other hand, crave glory. They must hear the cheers of townsfolk and wear gilded armor given to them by kings. They must be envied by other men. And if they aren't, they may hear a little voice in your head telling them that they can steal this glory, that they can slay the weak and take their wealth and buy the respect that they crave.",而另一些人则渴望荣耀。他们必须听到城镇居民的欢呼，穿上国王赐予的镀金盔甲。他们必须被他人嫉妒。若不能如愿，他们或许会听到脑海中的细语，告诉他们可以窃取这份荣耀，可以屠戮弱者夺取财富，拜来他们渴望的尊敬。,而另一些人则渴望荣耀。他们必须听到城镇居民的欢呼，穿上国王赐予的镀金盔甲。他们必须被他人嫉妒。要是得不到，他们或许会听到脑海中的细语，告诉他们可以窃取这份荣耀，可以屠戮弱者夺取财富，买来他们渴望的尊敬。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T009958,舰船航海,"So you are on contract to deliver me alive to Quyaz, are you? I can tell you this, then - my lineage goes back to the founding of that city, and if you spill so much as a drop of my blood, your own shall be drained from your body like that of a horse-fish. As for the Sea Hounds, they are my allies and servants, and I shall not betray them to you.",这么说，你受雇要把我活着送到库亚兹？那我告诉你——我的血脉可追溯至那座城的奠基者。你若敢让我流一滴血，你的血就会像马鱼一样被放干。至于西霍恩德团，他们是我的盟友与仆从，我绝不会背叛他们。,这么说，你受雇要把我活着送到库亚兹？那我告诉你——我的血脉可追溯至那座城的奠基者。你胆敢让我流一滴血，你的血就会像马鱼一样被放干。至于西霍恩德团，他们是我的盟友与仆从，我绝不会背叛他们。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010003,舰船航海,"You know my preference, {PLAYER.NAME}. If I bring her back to Quyaz, I will ensure that you get some of the credit, but perhaps you prefer good cold silver to goodwill.",你知道我的偏好，{PLAYER.NAME}。若我将她带回库亚兹，我会确保你分得一些功劳，但或许你更偏爱冰冷的白银而非善意。,你知道我的偏好，{PLAYER.NAME}。要是我把她带回库亚兹，我会确保你分得一些功劳，但或许你更偏爱冰冷的白银而非善意。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010018,舰船航海,You try my patience. Speak if you value your life.,你在试探我的耐心。若珍惜性命，就开口说话。,你在试探我的耐心。想活命就开口说话。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010036,舰船航海,"You and Gunnar sailed to the barren Skatria islands, where you found Crusas' fleet. He had lashed his ships together into a floating fortress, but you led your fleet in to storm it and took him prisoner. Crusas revealed to you that Purig was holding your sister as a hostage, and could likely be found at his base in a northern fjord. You made plans to attack Purig, using Crusas to allay his lookouts' suspicions as you sailed in close to rescue your sister.",你和贡纳尔航行至荒凉的斯卡特里亚群岛，在那里找到了克鲁萨斯的舰队。他将船只连成一座浮堡，但你率领舰队突袭并俘虏了他。克鲁萨斯向你透露，普里格扣押了你的姐妹作为人质，很可能在他的北方峡湾基地。你计划攻击普里格，利用克鲁萨斯来消除哨兵的疑虑，以便驶近营救你的姐妹。,你和贡纳尔航行至荒凉的斯卡特里亚群岛，在那里找到了克鲁萨斯的舰队。他将船只连成一座浮堡，但你率领舰队突袭并俘虏了他。克鲁萨斯向你透露，普里格扣押了你的姐妹作为人质，很可能在他的北方峡湾基地。你计划攻击普里格，利用克鲁萨斯来消除哨兵的疑虑，然后驶近营救你的姐妹。,翻译腔命中：以便,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010138,舰船航海,{VALUE}% to ranged damage taken by crew if not boarded.,若未登船，船员受到的远程伤害降低{VALUE}%。,未登船时，船员受到的远程伤害降低{VALUE}%。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010165,舰船航海,"Fahda also traffics in captives with the Sea Hounds. She may have bought or held your sister at some point, or if not, at least she may be able to tell us more about the Sea Hounds' trade in slaves.",法赫达还与西霍恩德团进行俘虏交易。她或许曾买下或扣押过你的姐妹，即便没有，至少她也能告诉我们更多关于西霍恩德团奴隶贸易的情报。,法赫达还与西霍恩德团做俘虏交易。她或许曾买下或扣押过你的姐妹，即便没有，至少她也能告诉我们更多关于西霍恩德团奴隶贸易的情报。,翻译腔命中：进行,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010220,舰船航海,"I am Gunnar of Lagshofn, from the Nordvyg lands.",我是拉格斯霍芬的贡纳尔，来自诺德维格之地。,我是拉格斯霍芬的贡纳尔，来自诺德维格。,翻译腔命中：之地,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010314,舰船航海,"Very well. Should we arrive safely, we will happily show our gratitude with a contribution to your cause. The wind is brisk and the waves are choppy, so try not to venture too far away… May the Heavens protect us from pirates and the perils of the sea.",很好。若我们安全抵达，我们很乐意通过资助你的事业来表达感激。风急浪高，尽量不要离得太远……愿苍穹保佑我们免受海盗与海上凶险之害。,很好。如果我们安全抵达，我们很乐意资助你的事业来表达感激。风急浪高，尽量不要离得太远……愿苍穹保佑我们免受海盗与海上凶险之害。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010352,舰船航海,"We arrived in Ostican. We were smuggled in by night, as the slave trade was banned by the Vlandian king, though many there clearly profited from it. Eventually Purig came to buy us. He questioned all of us closely, about our families. At first I thought he was trying to find out whether he could get a ransom for us, but no, he was trying to find someone related to you! He feared you, and was keeping me to protect himself from you! That made me proud, despite my misery.",我们抵达了奥斯蒂坎。我们是夜里被偷渡进去的，因为瓦兰迪亚国王禁止奴隶贸易，尽管那里很多人显然从中获利。最终普里格来拜了我们。他仔细盘问了我们所有人，关于我们的家族。起初我以为他想知道能否拿到赎金，但并非如此——他在找与你有关的人！他怕你，所以扣留我来防范你！这让我感到骄傲，尽管我身处苦难。,我们抵达了奥斯蒂坎。我们是夜里被偷渡进去的，因为瓦兰迪亚国王禁止奴隶贸易，尽管那里很多人显然从中获利。最终普里格来买了我们。他仔细盘问了所有人，关对我们的家族。起初我以为他想知道能否拿到赎金，但并非如此——他在找与你有关的人！他怕你，所以扣留我来防范你！这让我感到骄傲，尽管我身处苦难。,翻译腔命中：于我,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010411,舰船航海,"It’s hard to believe now, but they were once my brothers-in-arms. . Years ago we fought side-by-side in the last great rebellion in the north. Most of the clans and many freemen like myself refused to bow to Volbjorn the usurper, as he was then called. But Volbjorn knew how to speak to men’s desires. He won over the bigger clans with promises of land and silver, and when summer came and he brought a fleet to give us battle, he had with him so many long ships that their sails covered the horizon. We still fought them of course, but their numbers were too many to beat.",如今说来难以置信，但他们曾是我的战友。多年前，我们并肩作战，参与了北方最后一场大叛乱。当时，大多数氏族和像我这样的自由民拒绝向篡位者沃尔比约恩低头。但沃尔比约恩懂得如何煽动人们的欲望。他用土地和白银的许诺笼络了更大的氏族，当夏天来临，他率领舰队与我们决战时，他麾下的长船多到塞尔遮蔽了地平线。我们当然还是与他们交战了，但他们的数量实在太多，无法战胜。,如今说来难以置信，但他们曾是我的战友。多年前，我们并肩作战，参与了北方最后一场大叛乱。当时，大多数氏族和像我这样的自由民拒绝向篡位者沃尔比约恩低头。但沃尔比约恩懂得如何煽动人们的欲望。他用土地和白银的许诺笼络了更大的氏族，当夏天来临，他率领舰队与我们决战时，他的长船多到船帆遮蔽了地平线。我们当然还是与他们交战了，但他们的数量实在太多，无法战胜。,翻译腔命中：麾下,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010457,舰船航海,"The lady is good at her craft. Fahda has been sailing since she was a child. She always wears a sailor’s cap, and underneath she is as bald as an egg. She persuaded her late father to take her to sea, so the story goes, by cutting off all of her long shining hair lest it catch in the rigging. She has taken several Quyazi ships, and I would be reluctant to fight her alone.",那位莱迪精通此道。法赫达自幼航海，总戴水手帽，帽下秃如鸡蛋。传说她为说服亡父带她出海，剪去一头亮丽长发，以免缠入索具。她已夺取数艘库亚兹舰船，我若独战她，必存戒惧。,那位莱迪精通此道。法赫达自幼航海，总戴水手帽，帽下秃如鸡蛋。传说她为说服亡父带她出海，剪去一头亮丽长发，以免缠入索具。她已夺取数艘库亚兹舰船，我如果独战她，必存戒惧。,翻译腔命中：若,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010483,舰船航海,"My lady, we are not pirates. Rather, I am a man who has done many services for families such as your own in Quyaz. At present I am working for your uncles. I do not know what they intend to do with you, although I do not expect that a town that lives on trade will deal leniently with piracy.",夫人，我们并非海盗。我乃为库亚兹诸家族效力之人。目前我为您的叔父们办事。不知他们打算如何处置您，但我不认为一个靠贸易为生的城镇会宽待海盗。,夫人，我们不是海盗。我是库亚兹那些家族的老熟人了，替他们办过不少事。现在我在为您叔父们做事。我不知道他们打算怎么处置您，但我不觉得一个靠贸易为生的城镇会宽待海盗。,翻译腔命中：之人,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010486,舰船航海,"My men, though... Well, some of them have been quite impressed by your leadership. They want to follow you, if you'll have them. And as I mentioned, they prefer to sail on our ship here, the Wave-Steed, so I guess that's yours too, if you'll have it. She'll carry you well, especially in the rough seas of the north.",至于我的手下……嗯，他们中有不少人相当钦佩你的领导力。他们想追随你，只要你愿意接纳。而且正如我所提，他们更愿意乘坐我们这艘舰船——韦夫斯蒂德号航行，所以我想如果你接受，它也是你的了。它将载你远航，尤其是在北方的汹涌海域中。,至对我的手下……嗯，他们中有不少人相当佩服你的领导力。他们想跟着你，只要你愿意接纳。而且我说过，他们更喜欢坐我们这艘韦夫斯蒂德号航行，所以我想如果你接受，它也是你的了。它能载你远航，尤其是在北方的汹涌海域。,翻译腔命中：于我,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010504,舰船航海,"As for you, friend of Gunnar... I told you where to seek your sister. Best rescue her quick, or she may take a liking to one of our brave lads and give you a litter of Sea Puppies. So there you have it… I fulfilled my end of the bargain. Put me ashore.",至于你，贡纳尔的朋友……我告诉过你该去哪里寻找你的姐妹。最好快点救她出来，否则她可能会看上我们某个勇敢的小伙子，给你生一窝海狗崽。所以就是这样……我履行了我的承诺。送我上岸。,至对你，贡纳尔的朋友……我告诉过你该去哪里找你姐妹。最好快点救她出来，否则她可能会看上我们某个勇敢的小伙子，给你生一窝海狗崽。所以就是这样……我履行了我的承诺。送我上岸。,翻译腔命中：于你,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
T010544,舰船航海,"The north is not forgiving of those who throw away their good name. Their old life, where they were feared rather than scorned, must have seemed much sweeter in comparison. And of course they conceived a great resentment against those of us who faced death and showed them up as cowards. These are the ones who became the Sea Hounds, who aimed to steal the wealth and glory that they failed to win in battle.",北方不会宽恕那些抛弃好名声的人。相比之下，他们过去那种令人畏惧而非鄙夷的生活一定显得更加甜美。当然，他们对那些直面死亡并揭露他们懦弱的人怀有深深的怨恨。这些人就成了西霍恩德团，旨在窃取他们在战斗中未能赢得的财富与荣耀。,北方不会宽恕那些抛弃好名声的人。相比之下，他们过去那种令人畏惧而非鄙夷的生活一定显得更加甜美。当然，他们对那些直面死亡并揭露他们懦弱的人怀有深深的怨恨。这些人就成了西霍恩德团，旨在窃取他们在战斗中没能赢得的财富与荣耀。,翻译腔命中：未能,NavalDLC/ModuleData/Languages/std_NavalDLC.xml
