术语ID,优先级,术语类型,英文术语,统一中文译名,分类列表,模块列表,出现次数,来源文件示例,备注
G07547,P2,系统文本,Confidence,信心,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07548,P2,系统文本,Configure Exposure,配置曝光,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07549,P2,系统文本,Confirm,确认,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07550,P2,系统文本,Confirm the Results,确认结果,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07551,P2,系统文本,Conflict Over Commons,公地之争,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07552,P2,系统文本,Conflicting alliances,盟约冲突,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07553,P2,系统文本,Consequences of a town sacked,城镇被掠之果,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07554,P2,系统文本,considerate of others,体恤他人,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07555,P2,系统文本,Construction from Market,市场建设,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07556,P2,系统文本,Consumable,消耗品,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07557,P2,系统文本,Consumption(s),消耗量,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07558,P2,系统文本,Contains activity related progression data,包含活动进度数据,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_PlatformService_PS.xml,文化称呼与专名音译修订
G07559,P2,系统文本,Contains trophy related progression data,包含奖杯进度数据,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_PlatformService_PS.xml,文化称呼与专名音译修订
G07560,P2,系统文本,Content Download Complete,内容下载完成,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade.xml,文化称呼与专名音译修订
G07561,P2,系统文本,Content Trades,内容交易,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07562,P2,系统文本,Continue,继续,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07563,P2,系统文本,Continue at a normal marching pace,按常速行军,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07564,P2,系统文本,Continue Campaign,继续战役,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_View.xml,文化称呼与专名音译修订
G07565,P2,系统文本,Continue the siege,继续围城,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07566,P2,系统文本,Contractors,承包商,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07567,P2,系统文本,Control Attack Direction,控制攻击方向,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07568,P2,系统文本,Control Block Direction,控制格挡方向,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07569,P2,系统文本,Controlled Smith,受控锻造,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07570,P2,系统文本,Controls,操作,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_MountAndBlade.xml,文化称呼与专名音译修订
G07571,P2,系统文本,conventional,常规,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07572,P2,系统文本,Coordination,协同,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07573,P2,系统文本,Corps-a-corps,近身肉搏,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07574,P2,系统文本,Corruption,腐败,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07575,P2,系统文本,Cost,成本,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07576,P2,系统文本,Couch Lance,架枪冲锋,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07577,P2,系统文本,Couchable,可架枪,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07578,P2,系统文本,Could not login to Epic,无法登录Epic,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_PlatformService_Epic.xml,文化称呼与专名音译修订
G07579,P2,系统文本,Could not retrieve token,无法获取令牌,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_PlatformService_Epic.xml,文化称呼与专名音译修订
G07580,P2,系统文本,Could not retrieve Xbox Title Id,无法获取Xbox标题ID,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_PlatformService_GDK.xml,文化称呼与专名音译修订
G07581,P2,系统文本,Council of the Commons,平民议会,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07582,P2,系统文本,Counter Fire,反击火力,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07583,P2,系统文本,Counter Offensive,反攻,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07584,P2,系统文本,Counterweight,配重,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07585,P2,系统文本,Countryside,乡野,系统文本,Native,1,Native/ModuleData/photo_mode_strings.xml,文化称呼与专名音译修订
G07586,P2,系统文本,Courage,勇气,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07587,P2,系统文本,Courthouse,法庭,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07588,P2,系统文本,Courtship and Marriage,求爱与婚姻,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_concept_strings_xml.xml,文化称呼与专名音译修订
G07589,P2,系统文本,Courtship from clan parties,家族队伍中的求爱,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07590,P2,系统文本,CourtshipQuarrel,求爱之争,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07591,P2,系统文本,cousin,堂表亲,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_SandBox.xml,文化称呼与专名音译修订
G07592,P2,系统文本,Cousin,堂表亲,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_comment_strings_xml.xml,文化称呼与专名音译修订
G07593,P2,系统文本,Cover,掩护,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07594,P2,系统文本,Crafted Random Weapon,锻造随机武器,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_Core.xml,文化称呼与专名音译修订
G07595,P2,系统文本,Crafted Value,锻造价值,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07596,P2,系统文本,Craftiness,狡诈,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07597,P2,系统文本,Crafting,锻造,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07598,P2,系统文本,Crafting Orders Completed,完成的锻造订单,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07599,P2,系统文本,Craftmans Quarters,工匠区,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07600,P2,系统文本,Create Kingdom,创建王国,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07601,P2,系统文本,Create New Party,新建部队,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07602,P2,系统文本,Credits,制作人员,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07603,P2,系统文本,cremation,火葬,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07604,P2,系统文本,Crew,船员,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07605,P2,系统文本,Cries in the Mist,雾中哀鸣,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07606,P2,系统文本,Criminal,罪犯,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07607,P2,系统文本,Criminal Governor,罪官,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07608,P2,系统文本,Critical Kingdom Decision,王国要务,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_SandBox_View.xml,文化称呼与专名音译修订
G07609,P2,系统文本,Critical Success Chance,暴击率,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07610,P2,系统文本,cross button,叉键,系统文本,Native,1,Native/ModuleData/consoles.xml,文化称呼与专名音译修订
G07611,P2,系统文本,Crossbow,弩,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07612,P2,系统文本,Crosshair Type,准星样式,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07613,P2,系统文本,Crouch,下蹲,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07614,P2,系统文本,Crouch DESC,下蹲说明,系统文本,Native,1,Native/ModuleData/global_strings.xml,文化称呼与专名音译修订
G07615,P2,系统文本,Crown Duty,王冠之责,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07616,P2,系统文本,Cruel,残暴,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07617,P2,系统文本,cruel,残暴,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07618,P2,系统文本,cruel and devious,残暴狡诈,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07619,P2,系统文本,Culture,文化,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07620,P2,系统文本,Culture Team 1,文化一队,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07621,P2,系统文本,Culture Team 2,文化二队,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07622,P2,系统文本,Cultures,诸文化,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_concept_strings_xml.xml,文化称呼与专名音译修订
G07623,P2,系统文本,Cunning,狡诈,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_Core.xml,文化称呼与专名音译修订
G07624,P2,系统文本,cunning,狡诈,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07625,P2,系统文本,Cured,已治愈,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07626,P2,系统文本,Curious Smelter,好奇熔炉,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07627,P2,系统文本,Curious Smith,好奇铁匠,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07628,P2,系统文本,Current Denars,当前第纳尔,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07629,P2,系统文本,Current Party Size Bonus,当前部队规模加成,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07630,P2,系统文本,Current Rank Effect,当前军衔效果,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07631,P2,系统文本,Current support in kingdom,王国当前支持度,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07632,P2,系统文本,Current Wager,当前赌注,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07633,P2,系统文本,Currently Building,正在建造,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07634,P2,系统文本,Cursor/Camera Sensitivity,光标/镜头灵敏度,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07635,P2,系统文本,Custom,自定义,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07636,P2,系统文本,Custom Battle,自定义战斗,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07637,P2,系统文本,Custom Game,自定义游戏,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07638,P2,系统文本,Custom Server List,自定义服务器列表,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07639,P2,系统文本,Cut,剪切,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07640,P2,系统文本,Cypegos Blockade,塞佩戈斯封锁,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07641,P2,系统文本,D-pad Down,方向键下,系统文本,Native,1,Native/ModuleData/consoles.xml,文化称呼与专名音译修订
G07642,P2,系统文本,D-pad Left,方向键左,系统文本,Native,1,Native/ModuleData/consoles.xml,文化称呼与专名音译修订
G07643,P2,系统文本,D-pad Right,方向键右,系统文本,Native,1,Native/ModuleData/consoles.xml,文化称呼与专名音译修订
G07644,P2,系统文本,D-pad Up,方向键上,系统文本,Native,1,Native/ModuleData/consoles.xml,文化称呼与专名音译修订
G07645,P2,系统文本,Daily Change,每日变化,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07646,P2,系统文本,Daily Consumption,每日消耗,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07647,P2,系统文本,Daily Defaults,每日默认,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07648,P2,系统文本,Daily food consumption of army,军队每日粮耗,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07649,P2,系统文本,Daily Party Wage,部队每日军饷,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07650,P2,系统文本,Daily Project,每日工程,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07651,P2,系统文本,Daily Rate Of Fire,每日射速,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07652,P2,系统文本,Daily Workshop Profits,工坊每日利润,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07653,P2,系统文本,Dalmengus Coast (Plain),达尔门古斯海岸（平原）,系统文本,CustomBattle,1,CustomBattle/ModuleData/Languages/std_custom_battle_scenes_xml.xml,文化称呼与专名音译修订
G07654,P2,系统文本,Damage,伤害,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07655,P2,系统文本,Damage Delivered,造成伤害,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07656,P2,系统文本,Damar Bridge (Desert),达马尔桥（沙漠）,系统文本,CustomBattle,1,CustomBattle/ModuleData/Languages/std_custom_battle_scenes_xml.xml,文化称呼与专名音译修订
G07657,P2,系统文本,Damar River (Steppe),达马尔河（草原）,系统文本,CustomBattle,1,CustomBattle/ModuleData/Languages/std_custom_battle_scenes_xml.xml,文化称呼与专名音译修订
G07658,P2,系统文本,Daring,英勇,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07659,P2,系统文本,daring,英勇,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07660,P2,系统文本,daring and ambitious,英勇雄心,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07661,P2,系统文本,Dark Clouds,乌云密布,系统文本,Native,1,Native/ModuleData/photo_mode_strings.xml,文化称呼与专名音译修订
G07662,P2,系统文本,Dash and Slash,冲刺斩击,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07663,P2,系统文本,Daughter,女儿,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07664,P2,系统文本,daughter,女儿,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07665,P2,系统文本,Daughter-in-law,儿媳,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07666,P2,系统文本,Dauntless Steed,无畏战马,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07667,P2,系统文本,Day Traveler,白昼行者,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07668,P2,系统文本,Days Spent as a Prisoner,被俘天数,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07669,P2,系统文本,Days until no food,断粮倒计时,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07670,P2,系统文本,Dead,已阵亡,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07671,P2,系统文本,Dead Aim,致命瞄准,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07672,P2,系统文本,Deadly Purpose,致命意图,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07673,P2,系统文本,Deadshot,神射手,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07674,P2,系统文本,Death,死亡,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07675,P2,系统文本,Death and Inheritance,死亡与继承,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_concept_strings_xml.xml,文化称呼与专名音译修订
G07676,P2,系统文本,Death Count,阵亡数,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07677,P2,系统文本,Debasement Of The Currency,货币贬值,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07678,P2,系统文本,debasing the currency,货币贬值,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07679,P2,系统文本,Debts,债务,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07680,P2,系统文本,Decal Quality,贴图质量,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07681,P2,系统文本,Deceitful,诡诈,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07682,P2,系统文本,decent and kind,正直善良,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07683,P2,系统文本,decent but cautious,正直谨慎,系统文本,SandBox,1,SandBox/ModuleData/trait_strings.xml,文化称呼与专名音译修订
G07684,P2,系统文本,Decision,决策,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07685,P2,系统文本,Decision Outcome,决策结果,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07686,P2,系统文本,Decisive Battle,决战,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07687,P2,系统文本,Deck Capacity,甲板容量,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07688,P2,系统文本,Declaration of Peace,和平宣言,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07689,P2,系统文本,Declaration of War,战争宣言,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07690,P2,系统文本,Declare War,宣战,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07691,P2,系统文本,Decline,拒绝,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07692,P2,系统文本,Decrease Focus,减少专注,系统文本,Native,1,Native/ModuleData/global_strings.xml,文化称呼与专名音译修订
G07693,P2,系统文本,Decrease FocusEnd,减少专注结束,系统文本,Native,1,Native/ModuleData/global_strings.xml,文化称呼与专名音译修订
G07694,P2,系统文本,Decrease FocusStart,减少专注开始,系统文本,Native,1,Native/ModuleData/global_strings.xml,文化称呼与专名音译修订
G07695,P2,系统文本,Decreased Charge Damage,冲锋伤害降低,系统文本,Native,1,Native/ModuleData/Languages/std_TaleWorlds_Core.xml,文化称呼与专名音译修订
G07696,P2,系统文本,Decreased Morale Shock,士气冲击降低,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07697,P2,系统文本,Decreased Ranged Accuracy Penalty,远程精度惩罚降低,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07698,P2,系统文本,Decreased Taken Melee Attack Damage,所受近战攻击伤害降低,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07699,P2,系统文本,Decreased Taken Ranged Attack Damage,所受远程攻击伤害降低,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07700,P2,系统文本,Decreased Taken Shield Damage,所受盾牌伤害降低,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07701,P2,系统文本,Deep,深海,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07702,P2,系统文本,Deep Pockets,深囊,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07703,P2,系统文本,Deep Quivers,深箭袋,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07704,P2,系统文本,Deeper Sacks,深袋,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07705,P2,系统文本,Deer,鹿,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07706,P2,系统文本,DefaultNote,默认注释,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07707,P2,系统文本,Defeat,败北,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07708,P2,系统文本,Defend,防御,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07709,P2,系统文本,Defend DESC,防御说明,系统文本,Native,1,Native/ModuleData/global_strings.xml,文化称呼与专名音译修订
G07710,P2,系统文本,Defend key position,防守要地,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07711,P2,系统文本,Defend your position,坚守阵地,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07712,P2,系统文本,Defender,防御者,系统文本,Native,1,Native/ModuleData/Languages/std_common_strings_xml.xml,文化称呼与专名音译修订
G07713,P2,系统文本,Defender Army,防御军,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07714,P2,系统文本,Defender Banner,防御旗帜,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07715,P2,系统文本,Defender Side,防御方,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07716,P2,系统文本,Defenders,防御者们,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07717,P2,系统文本,Defenders Respawn Period,防御者重生周期,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07718,P2,系统文本,Defensive,防御型,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07719,P2,系统文本,Deft Hands,灵巧之手,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07720,P2,系统文本,Delegate Command Off,解除指挥权,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07721,P2,系统文本,Delegate Command On,授予指挥权,系统文本,Native,1,Native/ModuleData/native_strings.xml,文化称呼与专名音译修订
G07722,P2,系统文本,Delivered Goods,已交付货物,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07723,P2,系统文本,Delivered Recruits,已交付新兵,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
G07724,P2,系统文本,Denars,第纳尔,系统文本,Native,1,Native/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07725,P2,系统文本,Denars Earned from Caravans,商队收入,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07726,P2,系统文本,Denars Earned from Ransoms,赎金收入,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07727,P2,系统文本,Denars Earned from Taxes,税收收入,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07728,P2,系统文本,Denars Earned from Workshops,工坊收入,系统文本,SandBox,1,SandBox/ModuleData/module_strings.xml,文化称呼与专名音译修订
G07729,P2,系统文本,Depth of Field,景深,系统文本,Native,1,Native/ModuleData/Languages/std_global_strings_xml.xml,文化称呼与专名音译修订
G07730,P2,系统文本,Desaturated,去饱和,系统文本,Native,1,Native/ModuleData/photo_mode_strings.xml,文化称呼与专名音译修订
G07731,P2,系统文本,Desert,沙漠,系统文本,Native,1,Native/ModuleData/photo_mode_strings.xml,文化称呼与专名音译修订
G07732,P2,系统文本,Desert Bandit Boss,沙漠匪首,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_bandits_xml.xml,文化称呼与专名音译修订
G07733,P2,系统文本,Desert Born,沙漠之子,系统文本,SandBox,1,SandBox/ModuleData/Languages/std_TaleWorlds_CampaignSystem.xml,文化称呼与专名音译修订
