行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文,中文译文,翻译状态
38603,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1021],string,Sa7FPVnT,attr:text,Sa7FPVnT,Surrendering pirate parties can be recruited.,投降的海盗队伍可被招募。,已翻译
38604,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1022],string,sacjGtbK,attr:text,sacjGtbK,You risked much for those goods. Keep them.,你为那些货物冒了很大风险。留着吧。,已翻译
38605,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1023],string,SaiEuTfS,attr:text,SaiEuTfS,Bird of Jebel Qaf,伯德·奥夫·杰别尔·卡夫,已翻译
38606,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1024],string,sawnbWQP,attr:text,sawnbWQP,"I’ve heard Crusas does this… He doesn’t try to maneuver or run, but lashes his ships together, building himself a floating fortress. He mounts mangonels on them, and peppers any attackers with flaming pitch. Not a bad tactic, if you’ve got the time to prepare and you just want to be left alone. Most attackers will keep their distance and look for easier prey.",我听说克鲁萨斯就是这么干的……他不试图机动或逃跑，而是把船绑在一起，建起一座浮动堡垒。他在上面安装投石机，向任何攻击者投掷燃烧的沥青。如果你有时间准备，又只想独处，这不算坏战术。大多数攻击者会保持距离，寻找更容易的猎物。,已翻译
38607,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1025],string,SdqOuRuL,attr:text,SdqOuRuL,Your skull will be a home for scuttling things and Ran shall make a toothpick of your shin-bone! Do you hear me!,你的颅骨将成为爬虫的巢穴，兰神会用你的胫骨做牙签！听见了吗！,已翻译
38608,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1026],string,SdwdyDGN,attr:text,SdwdyDGN,I am ready to sail.,我已准备好起塞尔。,已翻译
38609,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1027],string,seOnzgCs,attr:text,seOnzgCs,Defeat Fahda's consorts,迪菲特·法赫达·康索茨,已翻译
38610,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1028],string,sfuFR9fr,attr:text,sfuFR9fr,"I did, I did. We started out as young men with nothing but our swords, our sweet mistress the sea whispering promises of wealth and glory in our ears... We served no kings and had no lords. Those were fine times!",是的，是的。我们年轻时一无所有，只有剑，我们甜蜜的情人——大海，在耳边低语着财富与荣耀的承诺……我们不侍奉国王，没有领主。那是美好的时光！,已翻译
38611,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1029],string,SgBaUv2r,attr:text,SgBaUv2r,Red Planet,赤星,已翻译
38612,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1030],string,sghtD7ov,attr:text,sghtD7ov,"Not hard to find at all.. On the way here I hailed some fishermen who chase tuna in the Gulf of Charas, and they say he is known to frequent a string of islands known as the Skatrias. They are said to be barren and foul-smelling. I can’t think why a merchant would want to anchor there, were they not the site of these sulfur mines where the captives are sent.{NEW_LINE}{NEW_LINE}So… I say we set out for these islands and hunt for Crusas.",一点也不难找……来这里的路上，我招呼了一些在查拉斯湾捕金枪鱼的渔民，他们说克鲁萨斯常去一串名为斯卡特里亚斯的岛屿。据说那里荒芜且气味难闻。我想不出一个商人为何要在那里抛锚，除非那里就是囚犯被送去的硫磺矿场。{NEW_LINE}{NEW_LINE}所以……我说我们出发去那些岛屿，追捕克鲁萨斯。,已翻译
38613,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1031],string,ShbbtHrT,attr:text,ShbbtHrT,"Local magistrates are authorized to issue pardons to pirates in the name of the ruler, bringing their members into the garrison. This will reduce the immediate threat to maritime trade, but could also undercut deterrence.",地方官员有权以统治者名义赦免海盗，将其成员纳入 garrison。这将减少对海上贸易的直接威胁，但也可能削弱威慑力。,已翻译
38614,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1032],string,sHQ5b9fV,attr:text,sHQ5b9fV,Defeat your captors.,击败你的俘获者。,已翻译
38615,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1033],string,SHWI20zH,attr:text,SHWI20zH,Queen,女王,已翻译
38616,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1034],string,Si6F4bdz,attr:text,Si6F4bdz,"I'm waiting for more news. Soon, I may have more to tell you.",我在等待更多消息。很快，我可能会有更多情报告诉你。,已翻译
38617,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1035],string,sIOdlPOA,attr:text,sIOdlPOA,{VALUE}% xp gain after each battle for regular troops under character's command.,{VALUE}% 角色指挥的常规部队每场战斗后获得经验加成。,已翻译
38618,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1036],string,SJT8Nl5a,attr:text,SJT8Nl5a,Call of the Oceans,考尔·奥夫·欧申斯,已翻译
38619,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1037],string,SKC3FeGR,attr:text,SKC3FeGR,Sea Hounds,西霍恩德团,已翻译
38620,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1038],string,sKumwPNF,attr:text,sKumwPNF,"I recommend you make ready to sail again soon, but we have a bit of time.",我建议你尽快准备再次起塞尔，但我们还有些时间。,已翻译
38621,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1039],string,Sl45Pmxg,attr:text,Sl45Pmxg,"I shall see you shortly in Ostican, then.",那我们不久后在奥斯蒂坎见。,已翻译
38622,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1040],string,SlnKlVOl,attr:text,SlnKlVOl,{VALUE}% damage dealt by axes.,{VALUE}% 斧头造成的伤害。,已翻译
38623,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1041],string,smlzWHsW,attr:text,smlzWHsW,Maiden,梅登号,已翻译
38624,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1042],string,sob0plMW,attr:text,sob0plMW,"Good news, {PLAYERNAME}... Bjolgur’s order has given him permission to sail with us.",好消息，{PLAYERNAME}……比奥尔古尔的长官已允许他与我们一同航行。,已翻译
38625,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1043],string,sOtCi0WH,attr:text,sOtCi0WH,"So, that's all I have to ask. What would be our next move?",那么，我要问的就这些。我们下一步该怎么做？,已翻译
38626,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1044],string,spgbMr1c,attr:text,spgbMr1c,Parrot,帕罗特,已翻译
38627,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1045],string,SpZEO1Rx,attr:text,SpZEO1Rx,This option will abandon the storyline.,此选项将放弃主线剧情。,已翻译
38628,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1046],string,sq7Qoh4Z,attr:text,sq7Qoh4Z,Visit the port,维西特港,已翻译
38629,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1047],string,Sr5g7eGT,attr:text,Sr5g7eGT,{NAME} of the Hidden Isles,隐岛之{NAME},已翻译
38630,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1048],string,sRGUcmGT,attr:text,sRGUcmGT,Buffalo,布法罗号,已翻译
38631,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1049],string,SsAit4jx,attr:text,SsAit4jx,"For now, you say. What, might I ask, is to be my fate?",你说暂时。敢问，我的命运将如何？,已翻译
38632,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1050],string,SSLTboWZ,attr:text,SSLTboWZ,Shipmaster,船主,已翻译
38633,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1051],string,sSwzYLVp,attr:text,sSwzYLVp,Special Arrows,斯佩舍尔箭矢,已翻译
38634,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1052],string,sTEQvac6,attr:text,sTEQvac6,Kraken,克拉肯号,已翻译
38635,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1053],string,Su0h3ZMC,attr:text,Su0h3ZMC,"If you speak truthfully, you will live.",若你实话实说，便能活命。,已翻译
38636,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1054],string,suHWcRSn,attr:text,suHWcRSn,"As you cut Purig down, there is a moment of silence. Then a great cheer wells up from your men. Gunnar closes his eyes and offers a muttered prayer to his gods. Meanwhile, with your sister foremost in your mind, you hurry back to the roundship.",当你砍倒普里格时，一片寂静。随即你的部下爆发出震天的欢呼。贡纳尔闭上眼，向他的神祇低声祈祷。与此同时，你心中挂念着妹妹，匆匆赶回圆船。,已翻译
38637,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1055],string,suM1ocUh,attr:text,suM1ocUh,"The letter, though, was addressed to one of my very old friends, Bjolgur of Agilting. When he left the rebellion he chose neither peace nor banditry. He chose, instead, to join the Skolderbroda, the Shield Brothers. Rather than fight for a king, he said, he would fight for whoever pays him. A king may turn out to be unworthy of his warriors' valor, but gold is never unworthy.",不过，那封信是写给我的一位老朋友——阿吉尔廷的比奥尔古尔。他离开叛乱后，既未选择和平，也未选择劫掠。相反，他加入了斯科尔德布罗达，即盾牌兄弟会。他说，与其为国王而战，不如为出价者而战。国王可能配不上勇士的英勇，但黄金永远不会。,已翻译
38638,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1056],string,sUvAbm1a,attr:text,sUvAbm1a,"You arrived at Angranfjord and put your plan into action. While Crusas bantered with Purig's men, you and Gunnar swum to his prisoner ship and overcame the guards, sailing your sister to safety. Together with Lahar and Bjolgur you then engaged the Sea Hound fleet in a battle in the fjord. In the end, you fought Purig himself on his flagship but spared his life after he bested you in one-to-one combat. You ended the Sea Hounds' reign of terror, and set your sister free. Gunnar awaits you in Ostican to say his farewells.",你抵达安格兰菲尤尔德，将计划付诸行动。当克鲁萨斯与普里格的手下周旋时，你与贡纳尔游向他的囚船，制服守卫，将你的姐妹安全驶离。随后，你与拉哈尔和比奥尔古尔一同在峡湾中与西霍恩德团舰队交战。最终，你在其旗舰上与普里格本人对决，但在单挑中被他击败后饶他一命。你终结了西霍恩德团的恐怖统治，解放了你的姐妹。贡纳尔在奥斯蒂坎等你告别。,已翻译
38639,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1057],string,swkQVma8,attr:text,swkQVma8,requiring villages to set aside some goods for the militia.,要求村庄为民兵预留部分物资。,已翻译
38640,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1058],string,SwV5iZbN,attr:text,SwV5iZbN,There are no suitable parties in your clan to send ships to.,你的家族中没有合适的队伍可以派遣舰船。,已翻译
38641,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1059],string,Sx9IRFbl,attr:text,Sx9IRFbl,Sever the ties between your ships.,切断你舰船之间的泰斯。,已翻译
38642,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1060],string,sxkwm8qn,attr:text,sxkwm8qn,Palmatian,帕尔马提安,已翻译
38643,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1061],string,Sya9pgBv,attr:text,Sya9pgBv,Ghost Ship,幽灵船,已翻译
38644,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1062],string,SZ0BH8b1,attr:text,SZ0BH8b1,"Governs the well-being and discipline of your ship's crew, as well as the vessel's overall combat readiness, including rigging and supplies.",管理船员的身心健康与纪律，以及舰船的整体战备状态，包括索具和补给。,已翻译
38645,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1063],string,SZPRJAAf,attr:text,SZPRJAAf,Bull of Cul,布尔·奥夫·库尔,已翻译
38646,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1064],string,T0a3QpjV,attr:text,T0a3QpjV,"Unlike Lahar, here, we have not shed our blood today merely for a part-share of a ransom, or to boost our standing with the merchants of Quyaz. You are an ally of the Sea Hounds, and it serves us well to make an example of you. Your life is forfeit unless you tell us something we can use.",与拉哈尔不同，今天我们流血并非只为分一杯赎金，或提升我们在库亚兹商人中的地位。你是西霍恩德团的盟友，拿你杀一儆百对我们有利。除非你告诉我们有用的情报，否则你的性命难保。,已翻译
38647,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1065],string,T5LYBako,attr:text,T5LYBako,Pale Horseman,佩尔·霍斯曼,已翻译
38648,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1066],string,T6M299YZ,attr:text,T6M299YZ,Iron {NAME},铁 {NAME},已翻译
38649,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1067],string,T76bsVKF,attr:text,T76bsVKF,"Your men make quick work of Purig and his crew, assured that few will blame them for giving the Sea Hounds a taste of their own villainy. Meanwhile, you return to the roundship, which your men have already begun to search for loot and captives to free. As hopeful cries well up from the hold, they pry open the hatches, and look below.",你的人迅速解决了普里格及其船员，确信很少有人会责怪他们让西霍恩德团自食其果。与此同时，你返回圆船，你的人已开始搜索战利品并释放俘虏。当希望之声从底舱涌出时，他们撬开舱门，向下望去。,已翻译
38650,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1068],string,T7B4KmHz,attr:text,T7B4KmHz,drafted to war as a thrall.,被征召为奴隶兵。,已翻译
38651,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1069],string,TAcbw7Ac,attr:text,TAcbw7Ac,{VALUE}% damage dealt to shields with ranged weapons wielded by crew.,船员使用远程武器对盾牌造成 {VALUE}% 伤害。,已翻译
38652,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1070],string,TamM3Dpt,attr:text,TamM3Dpt,Unicorn,尤尼科恩号,已翻译
38653,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1071],string,Tbg46Xm3,attr:text,Tbg46Xm3,Party does not need any more reinforcement.,队伍不需要更多增援。,已翻译
38654,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1072],string,tbHD7j4G,attr:text,tbHD7j4G,Follow Gunnar into the water,跟随贡纳尔入水,已翻译
38655,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1073],string,tBigbw3U,attr:text,tBigbw3U,"You have reached the Gulf of Charas. Winds whip across the waves, carrying dust from the deserts, and visibility comes and goes. Lahar's ship keeps station several bowshots off of your port side, and together you comb the seas for the corsairs.",你已抵达查拉斯湾。狂风掠过波浪，卷起沙漠的尘土，能见度时好时坏。拉哈尔的船在你左舷几个箭程外保持阵位，你们一同在海面上搜寻海盗。,已翻译
38656,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1074],string,tcfyZUb8,attr:text,tcfyZUb8,"A brief squall cuts visibility to a few bowshots, and when it clears, you see that two Sea Hound vessels have snuck up upon the merchant’s ship and are in hot pursuit. They are much faster, so unless you can close and defeat them or draw them off, it is likely that your ally will be taken.",一阵短暂的暴风雨将能见度降至几个箭程，当它散去时，你看到两艘西霍恩德团船只已悄悄靠近商船，正紧追不舍。它们速度快得多，除非你能接近并击败它们或引开它们，否则你的盟友很可能被俘。,已翻译
38657,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1075],string,TcNaPjpT,attr:text,TcNaPjpT,Basilisk,巴西利斯克,已翻译
38658,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1076],string,tCzb3orN,attr:text,tCzb3orN,Widow-Maker,维多梅克号,已翻译
38659,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1077],string,tEK1RK5N,attr:text,tEK1RK5N,"Once again, you are victorious. Gunnar, meanwhile, inspects the fallen pirates, and soon finds one who is only lightly wounded and able to speak.",你再次获胜。与此同时，贡纳尔检查倒下的海盗，很快找到一个只受了轻伤、能说话的人。,已翻译
38660,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1078],string,Tf7zOvfL,attr:text,Tf7zOvfL,Enemy of the Wood,林木之敌,已翻译
38661,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1079],string,tH5wQo81,attr:text,tH5wQo81,"Very well. Should we arrive safely, we will happily show our gratitude with a contribution to your cause. The wind is brisk and the waves are choppy, so try not to venture too far away… May the Heavens protect us from pirates and the perils of the sea.",很好。若我们安全抵达，我们很乐意通过资助你的事业来表达感激。风急浪高，尽量不要离得太远……愿苍穹保佑我们免受海盗与海上凶险之害。,已翻译
38662,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1080],string,tiHQafDb,attr:text,tiHQafDb,"[if:convo_predatory][ib:warrior]Gunnar of Langshofn… Three of your old shipmates have we visited while reeving. One died well. The others… It's said that your people are mean and stingy hosts, but those two gave us some fine entertainment.",[if:convo_predatory][ib:warrior]朗斯霍芬的贡纳尔……我们在劫掠时拜访了你的三位老船友。一个死得痛快。至于另外两个……都说你们的人吝啬刻薄，但那两位倒是给我们提供了不错的乐子。,已翻译
38663,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1081],string,tivTy0RA,attr:text,tivTy0RA,Master and commander,船长与指挥官,已翻译
38664,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1082],string,tIxXxFQU,attr:text,tIxXxFQU,Who are these Sea Hounds?,这些西霍恩德团是什么人？,已翻译
38665,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1083],string,tl473Yje,attr:text,tl473Yje,Let’s keep our distance! Their decks are packed with bowmen!,保持距离！他们的甲板上挤满了弓箭手！,已翻译
38666,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1084],string,tlbrO7bJ,attr:text,tlbrO7bJ,"The act creates arsenals to stockpile naval supplies at all ports, providing timber, ropes, tar and sailcloth to any nobles building ships.",该法案将在所有港口建立军械库以储备海军物资，为任何建造舰船的贵族提供木材、绳索、焦油和帆布。,已翻译
38667,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1085],string,TlgUi5Sh,attr:text,TlgUi5Sh,{PLAYER.NAME}... Word spreads fast among sailors. We seem to have made a bit of a name for ourselves with that victory off of Hvalvik. I have someone for you to meet.,{PLAYER.NAME}……消息在水手中传得很快。看来我们在瓦尔维克外海的那场胜利让我们小有名气。我有个想让你见见的人。,已翻译
38668,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1086],string,tlXQV9mO,attr:text,tlXQV9mO,"I can tell you this – I don’t have your sister. I used to buy captives from the Sea Hounds. But now they have this new leader named Purig, who keeps them all for his own purposes. Apparently he has some anchorage up in the north, where he intends to use slaves to build larger and stronger ships.",我可以告诉你——我没有你的姐妹。我过去常从西霍恩德团那里购买俘虏。但现在他们有了一个新领袖，名叫普里格，他把所有俘虏都留为己用。显然他在北方有个锚地，打算用奴隶建造更大更强的舰船。,已翻译
38669,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1087],string,TmUmadhP,attr:text,TmUmadhP,Sons of the She-Wolf,母狼之子号,已翻译
38670,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1088],string,Tn5mFdcU,attr:text,Tn5mFdcU,"Such a prize would be a great boon to the Sea Hounds. I propose that we deny it to them. We can sail to Hvalvik, meet this merchant, and escort them south, sinking or taking any Sea Hounds we encounter.",如此战利品对西霍恩德团而言将是巨大的福音。我提议我们阻止他们得逞。我们可以航行到瓦尔维克，与这位商人会合，然后护送他们南下，沿途击沉或俘获任何遭遇的西霍恩德团。,已翻译
38671,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1089],string,tnDzXWd5,attr:text,tnDzXWd5,Whirlwind,惠尔温德号,已翻译
38672,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1090],string,tprteUZD,attr:text,tprteUZD,"Lords are issued commendations for successful raids on enemy territory, building support for long-ranging pillaging expeditions but also attracting a more lawless element to the armies.",领主因成功袭击敌方领土而获得嘉奖，这为长途劫掠远征积累了支持，但也吸引了更多不法之徒加入军队。,已翻译
38673,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1091],string,tqgCWg4i,attr:text,tqgCWg4i,Marlin,马林号,已翻译
38674,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1092],string,Trsw67ag,attr:text,Trsw67ag,{VALUE}% ballista reload time.,{VALUE}% 巴利斯塔装填时间。,已翻译
38675,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1093],string,TTiKbNaI,attr:text,TTiKbNaI,The enemy flagship was hit and is engulfed in flames! The blockaders are in disarray.,敌方旗舰被击中，陷入火海！封锁舰队陷入混乱。,已翻译
38676,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1094],string,TUmPKK8P,attr:text,TUmPKK8P,Lahar - what will we gain by helping you catch her?,拉哈尔——我们帮你抓她有什么好处？,已翻译
38677,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1095],string,tUvmEb8T,attr:text,tUvmEb8T,Dornal of the Harp,竖琴手多尔纳,已翻译
38678,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1096],string,TvbM2SMy,attr:text,TvbM2SMy,Centaur,森陶尔号,已翻译
38679,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1097],string,tvGCC1BF,attr:text,tvGCC1BF,Save the Crewmen,营救船员,已翻译
38680,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1098],string,tXOmhbFz,attr:text,tXOmhbFz,Gilded Purse,吉尔德珀斯号,已翻译
