行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文
13044,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[559],Cosmetic,taunt_09,attr:name,,Shield Hit02
13045,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[560],Cosmetic,taunt_10,attr:name,,Invite
13046,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[561],Cosmetic,taunt_11,attr:name,,Invite02
13047,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[562],Cosmetic,taunt_12,attr:name,,Invite03
13048,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[563],Cosmetic,taunt_13,attr:name,,Invite04
13049,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[564],Cosmetic,taunt_14,attr:name,,Invite05
13050,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[565],Cosmetic,taunt_15,attr:name,,Laugh
13051,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[566],Cosmetic,taunt_16,attr:name,,Laugh02
13052,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[567],Cosmetic,taunt_17,attr:name,,Point
13053,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[568],Cosmetic,taunt_18,attr:name,,Rage
13054,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[569],Cosmetic,taunt_19,attr:name,,Rage02
13055,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[570],Cosmetic,taunt_20,attr:name,,Respect
13056,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[571],Cosmetic,taunt_21,attr:name,,Scared
13057,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[572],Cosmetic,taunt_22,attr:name,,Scared02
13058,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[573],Cosmetic,taunt_23,attr:name,,Search Opponent
13059,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[574],Cosmetic,taunt_24,attr:name,,Search Opponent02
13060,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[575],Cosmetic,taunt_25,attr:name,,Smash
13061,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[576],Cosmetic,taunt_26,attr:name,,Surrender
13062,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[577],Cosmetic,taunt_27,attr:name,,Surrender02
13063,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[578],Cosmetic,taunt_28,attr:name,,Surrender03
13064,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[579],Cosmetic,taunt_29,attr:name,,Threat
13065,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[580],Cosmetic,taunt_30,attr:name,,Threat02
13066,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[581],Cosmetic,taunt_31,attr:name,,Threat03
13067,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[582],Cosmetic,taunt_32,attr:name,,Disappoint05
13068,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[583],Cosmetic,taunt_33,attr:name,,Cheer 1
13069,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[584],Cosmetic,taunt_34,attr:name,,Cheer 2
13070,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[585],Cosmetic,taunt_35,attr:name,,Cheer 3
13071,原版,Native,其他文本,mpcosmetics.xml,Native/ModuleData/mpcosmetics.xml,/Cosmetics[1]/Cosmetic[586],Cosmetic,taunt_36,attr:name,,Cheer 4
1798,原版,Native,任务剧情,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[560],string,str_options_description.QuestsWindow,attr:text,,Quests Window DESC
32118,原版,SandBox,任务剧情,module_strings.xml,SandBox/ModuleData/module_strings.xml,/strings[1]/string[50],string,str_game_action_note.QuestBetrayal,attr:text,,QuestBetrayal
32119,原版,SandBox,任务剧情,module_strings.xml,SandBox/ModuleData/module_strings.xml,/strings[1]/string[51],string,str_game_action_note.QuestSuccess,attr:text,,QuestSuccess
32120,原版,SandBox,任务剧情,module_strings.xml,SandBox/ModuleData/module_strings.xml,/strings[1]/string[52],string,str_game_action_note.QuestFailed,attr:text,,QuestFailed
36703,战帆DLC,NavalDLC,舰船航海,banners.xml,NavalDLC/ModuleData/banners.xml,/Items[1]/Item[1],Item,nord_banner_a_t1,attr:name,,Axe Breaker Banner
36704,战帆DLC,NavalDLC,舰船航海,banners.xml,NavalDLC/ModuleData/banners.xml,/Items[1]/Item[2],Item,nord_banner_a_t2,attr:name,,Sword Breaker Banner
36705,战帆DLC,NavalDLC,舰船航海,banners.xml,NavalDLC/ModuleData/banners.xml,/Items[1]/Item[3],Item,nord_banner_a_t3,attr:name,,Lance Breaker Banner
36706,战帆DLC,NavalDLC,舰船航海,banners.xml,NavalDLC/ModuleData/banners.xml,/Items[1]/Item[4],Item,nord_banner_b_t1,attr:name,,Land-Waster Banner
36707,战帆DLC,NavalDLC,舰船航海,banners.xml,NavalDLC/ModuleData/banners.xml,/Items[1]/Item[5],Item,nord_banner_b_t2,attr:name,,Shield-Splinterer Banner
36708,战帆DLC,NavalDLC,舰船航海,banners.xml,NavalDLC/ModuleData/banners.xml,/Items[1]/Item[6],Item,nord_banner_b_t3,attr:name,,Blood-Spiller Banner
39775,战帆DLC,NavalDLC,舰船航海,module_strings.xml,NavalDLC/ModuleData/module_strings.xml,/strings[1]/string[103],string,str_campaign_tutorial_description.ShipCommandingShipsTutorial_controller,attr:text,,"You can command friendly ships, as long as you have the suitable authority.{newline}{newline}To command a ship to attack an enemy ship, hold {HOLD_OPEN_ORDER_KEY}, use the {SELECT_LEFT_FORMATION_KEY}/{SELECT_RIGHT_FORMATION_KEY} and {APPLY_SELECTION_KEY} to select an allied ship. Use {FIRST_ORDER_CATEGORY_KEY} to choose movement orders and press {FOURTH_ORDER_CATEGORY_KEY} issue the engage order."
40226,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[1],Scene,battle_terrain_opensea_northern,attr:name,,Northern Open Sea
40227,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[2],Scene,battle_terrain_coastal_01,attr:name,,Coast of Razih
40228,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[3],Scene,battle_terrain_coastal_02,attr:name,,Coast of Drapand
40229,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[4],Scene,battle_terrain_coastal_03,attr:name,,Coast of Qasira
40230,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[5],Scene,battle_terrain_coastal_04,attr:name,,Coast of Jogurys
40231,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[6],Scene,battle_terrain_coastal_07,attr:name,,Coast of Tharklif
40232,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[7],Scene,battle_terrain_coastal_011,attr:name,,Coast of Varnovapol
40233,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[8],Scene,battle_terrain_coastal_013,attr:name,,Coast of Ov
40234,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[9],Scene,battle_terrain_coastal_caspian_sea_02,attr:name,,Coast of Chaikand
40235,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[10],Scene,battle_terrain_coastal_021,attr:name,,Coast of Hvalvik
40236,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[11],Scene,battle_terrain_coastal_022,attr:name,,Coast of Midskag
40237,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[12],Scene,battle_terrain_coastal_south_europe_02,attr:name,,Coast of Hakarshus
40238,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[13],Scene,coastal_terrain_north_of_the_north_sea_01,attr:name,,Coast of Gretysfjord
40239,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[14],Scene,river_bt_aserai_01_4x4km,attr:name,,Sanala River
40240,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[15],Scene,river_bt_aserai_02_4x4km,attr:name,,Askar River
40241,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[16],Scene,river_bt_empireEast_01_4x4km,attr:name,,Ataconia River
40242,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[17],Scene,river_bt_empirewest_01_4x4km,attr:name,,Lageta River
40243,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[18],Scene,river_bt_vlandia_01_4x4km,attr:name,,Pravend River
40244,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[19],Scene,river_bt_vlandia_02_4x4km,attr:name,,Talivel River
40245,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[20],Scene,river_bt_nord_01_4x4km,attr:name,,Hargard River
40246,战帆DLC,NavalDLC,舰船航海,naval_custom_battle_scenes.xml,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,/CustomBattleScenes[1]/Scene[21],Scene,river_bt_nord_02_4x4km,attr:name,,Nifdal River
40479,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[1],SiegeEngineType,bow_ram_lvl1,attr:name,,bow_ram_lvl1
40480,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[1],SiegeEngineType,bow_ram_lvl1,attr:description,,bow_ram_lvl1
40481,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[2],SiegeEngineType,bow_reinforced_ram_lvl2,attr:name,,bow_reinforced_ram_lvl2
40482,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[2],SiegeEngineType,bow_reinforced_ram_lvl2,attr:description,,bow_reinforced_ram_lvl2
40483,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[3],SiegeEngineType,bow_reinforced_ram_lvl3,attr:name,,bow_reinforced_ram_lvl3
40484,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[3],SiegeEngineType,bow_reinforced_ram_lvl3,attr:description,,bow_reinforced_ram_lvl3
40485,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[4],SiegeEngineType,bow_wavebreaker_ram_lvl2,attr:name,,bow_wavebreaker_ram_lvl2
40486,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[4],SiegeEngineType,bow_wavebreaker_ram_lvl2,attr:description,,bow_wavebreaker_ram_lvl2
40487,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[5],SiegeEngineType,bow_wavebreaker_ram_lvl3,attr:name,,bow_wavebreaker_ram_lvl3
40488,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[5],SiegeEngineType,bow_wavebreaker_ram_lvl3,attr:description,,bow_wavebreaker_ram_lvl3
40489,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[6],SiegeEngineType,fore_ballista,attr:name,,fore_ballista
40490,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[6],SiegeEngineType,fore_ballista,attr:description,,fore_ballista
40491,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[7],SiegeEngineType,fore_ballista_fire,attr:name,,fore_ballista_fire
40492,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[7],SiegeEngineType,fore_ballista_fire,attr:description,,fore_ballista_fire
40493,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[8],SiegeEngineType,fore_heavy_ballista_stone,attr:name,,fore_heavy_ballista_stone
40494,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[8],SiegeEngineType,fore_heavy_ballista_stone,attr:description,,fore_heavy_ballista_stone
40495,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[9],SiegeEngineType,fore_heavy_ballista_pot,attr:name,,fore_heavy_ballista_pot
40496,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[9],SiegeEngineType,fore_heavy_ballista_pot,attr:description,,fore_heavy_ballista_pot
40497,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[10],SiegeEngineType,fore_heavy_ballista_iron,attr:name,,fore_heavy_ballista_iron
40498,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[10],SiegeEngineType,fore_heavy_ballista_iron,attr:description,,fore_heavy_ballista_iron
40499,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[11],SiegeEngineType,fore_multi_ballista_stone,attr:name,,fore_multi_ballista_stone
40500,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[11],SiegeEngineType,fore_multi_ballista_stone,attr:description,,fore_multi_ballista_stone
40501,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[12],SiegeEngineType,fore_multi_ballista_fire,attr:name,,fore_multi_ballista_fire
40502,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[12],SiegeEngineType,fore_multi_ballista_fire,attr:description,,fore_multi_ballista_fire
40503,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[13],SiegeEngineType,fore_mangonel,attr:name,,fore_mangonel
40504,战帆DLC,NavalDLC,舰船航海,naval_siegeengines.xml,NavalDLC/ModuleData/naval_siegeengines.xml,/SiegeEngineTypes[1]/SiegeEngineType[13],SiegeEngineType,fore_mangonel,attr:description,,fore_mangonel
42675,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[8],ShipUpgradePiece,fore_mangonel,attr:name,,TEMP
42676,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[8],ShipUpgradePiece,fore_mangonel,attr:description,,TEMP
42683,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[12],ShipUpgradePiece,fore_battlement_lvl2_wstones,attr:name,,TEMP
42684,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[12],ShipUpgradePiece,fore_battlement_lvl2_wstones,attr:description,,TEMP
42685,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[13],ShipUpgradePiece,fore_battlement_lvl3_wstones,attr:name,,TEMP
42686,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[13],ShipUpgradePiece,fore_battlement_lvl3_wstones,attr:description,,TEMP
42687,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[14],ShipUpgradePiece,fore_battlement_lvl2_wrudder,attr:name,,TEMP
42688,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[14],ShipUpgradePiece,fore_battlement_lvl2_wrudder,attr:description,,TEMP
42695,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[18],ShipUpgradePiece,aft_battlement_lvl2_wstones,attr:name,,TEMP
42696,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[18],ShipUpgradePiece,aft_battlement_lvl2_wstones,attr:description,,TEMP
42697,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[19],ShipUpgradePiece,aft_battlement_lvl3_wstones,attr:name,,TEMP
42698,战帆DLC,NavalDLC,舰船航海,ship_upgrade_pieces.xml,NavalDLC/ModuleData/ship_upgrade_pieces.xml,/ShipUpgradePieces[1]/ShipUpgradePiece[19],ShipUpgradePiece,aft_battlement_lvl3_wstones,attr:description,,TEMP
1240,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[2],string,str_STR1_STR2,attr:text,,{STR1}{STR2}
1241,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[3],string,str_LEFT_ONLY,attr:text,,{LEFT}
1319,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[81],string,str_options_type.ShowFormationDistances,attr:text,,Show Formation Distance Texts
1459,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[221],string,str_options_type.MenuSwitchToLeftTab,attr:text,,UI Switch To Left Tab
1460,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[222],string,str_options_type.MenuSwitchToRightTab,attr:text,,UI Switch To Right Tab
1461,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[223],string,str_options_type.MenuMoveUp,attr:text,,UI Move Up
1462,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[224],string,str_options_type.MenuMoveDown,attr:text,,UI Move Down
1463,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[225],string,str_options_type.MenuMoveLeft,attr:text,,UI Move Left
1464,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[226],string,str_options_type.MenuMoveRight,attr:text,,UI Move Right
1465,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[227],string,str_options_type.MenuEnter,attr:text,,UI Enter
1466,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[228],string,str_options_type.MenuLeave,attr:text,,UI Leave
1536,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[298],string,str_options_type_CombatSpeed_0,attr:text,,Slowest
1537,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[299],string,str_options_type_CombatSpeed_1,attr:text,,Slower
1538,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[300],string,str_options_type_CombatSpeed_2,attr:text,,Normal
1539,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[301],string,str_options_type_CombatSpeed_3,attr:text,,Faster
1540,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[302],string,str_options_type_CombatSpeed_4,attr:text,,Fastest
1554,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[316],string,str_options_type_Antialiasing_1,attr:text,,FXAA
1555,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[317],string,str_options_type_Antialiasing_2,attr:text,,SMAA
1556,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[318],string,str_options_type_Antialiasing_3,attr:text,,SMAA x2
1557,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[319],string,str_options_type_Antialiasing_4,attr:text,,Temporal SMAA
1558,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[320],string,str_options_type_Antialiasing_5,attr:text,,Temporal SMAA x2
1565,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[327],string,str_options_type_Occlusion_1,attr:text,,TSAO
1574,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[336],string,str_options_type_ShadowmapFiltering_1,attr:text,,PCF
1682,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[444],string,str_options_type_AlwaysShowFriendlyTroopBannersType_1,attr:text,,Multiplayer Only
1684,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[446],string,str_options_description.ShowFormationDistances,attr:text,,"Enable formation distance texts. When disabled, formation icons will scale to indicate distances."
1746,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[508],string,str_options_description.MoveForward,attr:text,,Move Forward DESC
1747,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[509],string,str_options_description.MoveBack,attr:text,,Move Back DESC
1748,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[510],string,str_options_description.MoveLeft,attr:text,,Move Left DESC
1749,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[511],string,str_options_description.MoveRight,attr:text,,Move Right DESC
1750,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[512],string,str_options_description.Action,attr:text,,Action DESC
1751,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[513],string,str_options_description.Jump,attr:text,,Jump DESC
1752,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[514],string,str_options_description.Crouch,attr:text,,Crouch DESC
1753,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[515],string,str_options_description.Attack,attr:text,,Attack DESC
1754,原版,Native,系统文本,global_strings.xml,Native/ModuleData/global_strings.xml,/strings[1]/string[516],string,str_options_description.Defend,attr:text,,Defend DESC
